title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
Kaifu,Chinese        ,,₹200–400,4.5,5.0,,"New BEL Road Sree Premprasad Complex, Opposite Ramaiah Hospital Gate, Bengaluru 560054 India",Opposite Ramaiah Hospital Gate,New BEL Road Sree Premprasad Complex,Bengaluru,560054,Karnataka,https://www.zomato.com/bangalore/kaifu-new-bel-road?context=eyJzZSI6eyJlIjpbIjE4NDgwMDE2IiwiMTg1MTY4NDAiLCIxODc4OTc2OCIsIjU1ODI3IiwxODU4MDY0OSwiMTg4NzY2NzQiLCIxODQxODUzNCIsIjUzMDM1IiwiMTg0ODAwNDYiLCI2MDk3NyIsIjE4NjE0NDg4IiwiNTY2ODAiLCIxODQ0NDkyNCIsIjE4NjE3ODc1IiwiMTg0MTQzNDAiLCIxODUxNTU4NSIsIjE4NzM4MDM4IiwiNjA1MzQiLCIxODU3ODU1NSIsIjE4NTcyNTE1IiwiNjE2NDciLCI1MzM3NiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gTWFsbGVzaHdhcmFtIn19,+91 80 4370 8080,13.03611,77.56676,,2.0,1.0,2.0,17.0,8.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Kailasam Veg Restaurant,Restaurant,,₹1–200,4.4,1498.0,891.0,"1/100, 20th Main Rd, near Gangothri Circle, Old Madiwala, Maruti Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India","Old Madiwala, Maruti Nagar, 1st Stage, BTM 1st Stage","1/100, 20th Main Rd, near Gangothri Circle",Bengaluru,560029.0,Karnataka,https://www.instagram.com/kailasam_vegrestaurant?igsh=MXV1bzBycXl5dGY1Nw==,+91 90193 36604,12.9200439,77.6131333,"[{'day': 'Monday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Friday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Saturday', 'hours': '7\u202fAM to 12\u202fAM'}, {'day': 'Sunday', 'hours': '7\u202fAM to 12\u202fAM'}]",92.0,24.0,60.0,318.0,1004.0,All you can eat | Breakfast | Brunch | Casual | Catering | Coffee | College students | Counter service | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Free parking lot | Free street parking | Good for kids | Great coffee | Great dessert | Great tea selection | Groups | Healthy options | Late-night food | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Outdoor seating | Paid parking lot | Quick bite | Restroom | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Usually a wait | Usually plenty of parking | Vegan options | Vegetarian options | Vegetarian options only,100.5,1.0,0,1,1,1,1,1,0,1,0
Kailash Parbat,Indian        ,,₹1–200,3.5,18.0,,"No 8 Pattalamma Road, 8th Main Road, Bengaluru 560011 India",8th Main Road,No 8 Pattalamma Road,Bengaluru,560011,Karnataka,https://www.zomato.com/bangalore/kailash-parbat-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NTQ4MzcwIiwiNTczNTIiLCIxODY0OTYzMSIsIjE4MjMyNjkxIiw1NTAzMSwiMTgzNTc2MDEiLCIxODM2NjY2OCIsIjE4NDMwNzQwIiwiMTg4MDIxMDIiLCIxODU2NTg2MCIsIjE4NTgwMjc2IiwiNjAwMjYiLCI2MDIyNyIsIjE4MjgwOTQ5IiwiNTg2MDYiLCIxODY4MjE1NCIsIjE4NjkwOTk2IiwiMTg2OTMwMTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 91489 64264,12.93406,77.58278,,13.0,5.0,18.0,4.0,0.0,Reservations Seating Table Service                          ,100.5,0.0,1,0,0,1,0,0,0,0,0
Kailash Parbat,Indian        ,,₹1–200,3.5,7.0,,"3rd Floor Bannerghatta Road, Bengaluru 560010 India",3rd Floor Bannerghatta Road,3rd Floor Bannerghatta Road,Bengaluru,560010,Karnataka,https://www.zomato.com/bangalore/kailash-parbat-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NTQ4MzcwIiwiNTczNTIiLCIxODY0OTYzMSIsIjE4MjMyNjkxIiw1NTAzMSwiMTgzNTc2MDEiLCIxODM2NjY2OCIsIjE4NDMwNzQwIiwiMTg4MDIxMDIiLCIxODU2NTg2MCIsIjE4NTgwMjc2IiwiNjAwMjYiLCI2MDIyNyIsIjE4MjgwOTQ5IiwiNTg2MDYiLCIxODY4MjE1NCIsIjE4NjkwOTk2IiwiMTg2OTMwMTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 99600 69000,12.88919,77.60229,,13.0,5.0,18.0,4.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kairali Family Restaurant,Indian        ,,₹1–200,3.0,1.0,,"47 Nehru Road Opposite SBI Nehru Road, Bengaluru 560084 India",47 Nehru Road Opposite SBI Nehru Road,47 Nehru Road Opposite SBI Nehru Road,Bengaluru,560084,Karnataka,https://www.zomato.com/bangalore/kairali-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzQ2MzM3IiwiMTg2NTQ2MTgiLCIxODYzNzk1MSIsIjE4NTQzOTgxIiw2MDk0MSwiMTg0OTc4NzIiLCIxODI1NDU2MiIsIjU1MDE0IiwiMTg3NTM3NzgiLCIxODU5NzAwMyIsIjU0OTc5IiwiMTg2NTg4ODUiLCIxODYyODY3MSIsIjE4NTEzNzY3IiwiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,+91 90360 60431,13.02812,77.63301,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kairali Restaurant,        ,,₹1–200,3.5,3.0,,"2 Kairali Sudguntpalya Road, Bengaluru 560029 India",2 Kairali Sudguntpalya Road,2 Kairali Sudguntpalya Road,Bengaluru,560029,Karnataka,https://www.zomato.com/bangalore/kairali-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzQ2MzM3IiwiMTg2NTQ2MTgiLCIxODYzNzk1MSIsIjE4NTQzOTgxIiw2MDk0MSwiMTg0OTc4NzIiLCIxODI1NDU2MiIsIjU1MDE0IiwiMTg3NTM3NzgiLCIxODU5NzAwMyIsIjU0OTc5IiwiMTg2NTg4ODUiLCIxODYyODY3MSIsIjE4NTEzNzY3IiwiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,25631770,12.9274,77.61297,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kairali Restaurant,Chinese        ,,₹1–200,3.5,3.0,,"PR Building, Nagavara Palya Main Road, CV Raman Nagar, Bengaluru 560093 India",CV Raman Nagar,PR Building,Bengaluru,560093,Karnataka,https://www.zomato.com/bangalore/kairali-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzQ2MzM3IiwiMTg2NTQ2MTgiLCIxODYzNzk1MSIsIjE4NTQzOTgxIiw2MDk0MSwiMTg0OTc4NzIiLCIxODI1NDU2MiIsIjU1MDE0IiwiMTg3NTM3NzgiLCIxODU5NzAwMyIsIjU0OTc5IiwiMTg2NTg4ODUiLCIxODYyODY3MSIsIjE4NTEzNzY3IiwiMTgzMzkyMzMiLCIxODI0NjQ5MiIsIjE4NTg1NzU4IiwiMTg1MjE3NjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,+91 80 6564 2233,12.99121,77.65708,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kakaji,Indian        ,,₹1–200,4.0,2.0,,"Arun Complex, ITPL, Whitefield Next to ITPL Back Gate No. 3, Bengaluru India",Whitefield Next to ITPL Back Gate No. 3,Arun Complex,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/kakaji-brookefield-bangalore?context=eyJzZSI6eyJlIjpbIjU1NDU3IiwiMTg1ODIwMTYiLCIxODYxMDAyNiIsIjE4Njc5MDg0Iiw1NTA0MiwiMTgzNDM5OTIiLCIxODcwMDg1OCIsIjU2ODc3IiwiMTgxNjAwOTgiLCIxODU0OTM2MyIsIjE4MjM3OTE0IiwiMTgzMDU2NDkiLCIxODMwODc3MiIsIjE4MTgxMzI5IiwiMTgxNjU3NzIiLCIxODMzMzEzMiIsIjE4MjU0NjA3IiwiMTgzMDg3NzMiLCIxODQxOTQ2NyIsIjE4MzUzMTExIiwiMTgzNTY2NzUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,+91 95386 14593,12.97756,77.74321,,0.0,0.0,1.0,0.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kakal Kai Ruchi,Indian Asian       ,,₹200–400,3.5,11.0,,"Kanakapura Main Road Konanakunte, Bengaluru 560062 India",Kanakapura Main Road Konanakunte,Kanakapura Main Road Konanakunte,Bengaluru,560062,Karnataka,https://www.zomato.com/bangalore/kakal-kai-ruchi-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjU0MTA0IiwiMTg0NTc2MjQiLCIxODcxMTEwMiIsIjE4Nzc4OTQ5Iiw1MTgwMCwiMTg4MTI2NDciLCIxODU0NTg0MCIsIjE4ODcxMTgxIiwiMTg1NzkzNDciLCIxODU2OTc5MCIsIjE4NjU0Njk1IiwiMTg4MDY3MjMiLCIxODM5MTAxNyIsIjE4ODg2MTM5IiwiMTgzNjI0MjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 94482 81196,12.94454,77.57687,,0.0,0.0,0.0,1.0,0.0,Seating Table Service                           ,300.0,0.0,0,0,0,1,0,0,0,0,0
Kake Da Dhaba,        ,,₹1–200,4.5,2.0,,"Food Court 4th Floor 9th Block, Bengaluru 560069 India",Food Court 4th Floor 9th Block,Food Court 4th Floor 9th Block,Bengaluru,560069,Karnataka,https://www.zomato.com/bangalore/kaka-da-dhaba-marathahalli?context=eyJzZSI6eyJlIjpbIjU0MDExIiwiMTg4OTEyMzQiLCIxODYzMjY1NyIsIjE4NDEyMDQ2IiwxODY0Nzk0MiwiNTA1MzQiLCIxODU4NDU2MiIsIjE4NzkxNDYyIiwiMTg1NzI5MjgiLCIxODYxNDc5OCIsIjE4NTc4MTAwIiwiNTk3OTUiLCI1Nzc5NSIsIjE4NzQ2MjQ1IiwiMTg2NjI3NDAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,+91 91648 80137,12.97427,77.6229,,7.0,1.0,2.0,1.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kake Di Hatti Indiranagar,North Indian restaurant,,"₹400–1,600",4.4,2926.0,695.0,"2nd & 3rd floor, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India","HAL 2nd Stage, Indiranagar",2nd & 3rd floor,Bengaluru,560008.0,Karnataka,https://kakedihatti.com/,+91 90350 26530,12.9669076,77.6416582,"[{'day': 'Monday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Tuesday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Wednesday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Thursday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Friday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Saturday', 'hours': '11\u202fAM to 1\u202fAM'}, {'day': 'Sunday', 'hours': '11\u202fAM to 1\u202fAM'}]",242.0,64.0,127.0,452.0,2041.0,Accepts reservations | Breakfast | Brunch | Brunch reservations recommended | Casual | Catering | Coffee | Counter service | Cozy | Credit cards | Curbside pickup | Debit cards | Delivery | Dessert | Dine-in | Dinner | Dinner reservations recommended | Family-friendly | Free Wi-Fi | Free parking lot | Free street parking | Good for kids | Google Pay | Great dessert | Groups | Happy hour drinks | Happy hour food | Has changing table(s) | Healthy options | High chairs | Kids' menu | Late-night food | Live music | Lunch | Lunch reservations recommended | NFC mobile payments | No-contact delivery | Organic dishes | Outdoor seating | Private dining room | Quick bite | Quiet | Restroom | Rooftop seating | Seating | Small plates | Solo dining | Sports | Table service | Takeout | Trendy | Upscale | Usually plenty of parking | Valet parking | Vegetarian options | Vegetarian options only | Wheelchair accessible entrance | Wheelchair accessible parking lot | Wheelchair accessible restroom | Wheelchair accessible seating | Wi-Fi,1000.0,1.0,1,1,1,1,1,1,1,1,0
Kake Di Hatti Kanakpura Road,North Indian restaurant,,,4.7,4942.0,1015.0,"4th Floor, NDV Towers, Metro Pillar No. 211, 22, Kanakapura Main Rd, Raghuvanahalli, Subramanyapura, Bengaluru, Karnataka 560109, India","Raghuvanahalli, Subramanyapura","4th Floor, NDV Towers, Metro Pillar No. 211, 22, Kanakapura Main Rd",Bengaluru,560109.0,Karnataka,https://kakedihatti.com/,+91 98866 64900,12.8815535,77.5463404,"[{'day': 'Monday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Thursday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Friday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Saturday', 'hours': '11\u202fAM to 11\u202fPM'}, {'day': 'Sunday', 'hours': '11\u202fAM to 11\u202fPM'}]",184.0,72.0,110.0,503.0,4073.0,Accepts reservations | Brunch | Brunch reservations recommended | Casual | Counter service | Cozy | Credit cards | Curbside pickup | Debit cards | Delivery | Dessert | Dine-in | Dinner | Dinner reservations recommended | Family-friendly | Free Wi-Fi | Free parking lot | Free street parking | Good for kids | Google Pay | Great dessert | Groups | Happy hour drinks | Happy hour food | Has changing table(s) | Healthy options | High chairs | Kids' menu | Late-night food | Live music | Lunch | Lunch reservations recommended | NFC mobile payments | No-contact delivery | On-site parking | Paid parking lot | Private dining room | Quiet | Restroom | Salad bar | Seating | Small plates | Solo dining | Sports | Table service | Takeout | Trendy | Usually plenty of parking | Valet parking | Vegan options | Vegetarian options | Vegetarian options only | Wheelchair accessible entrance | Wheelchair accessible parking lot | Wheelchair accessible restroom | Wheelchair accessible seating | Wi-Fi,300.0,1.0,1,1,1,1,1,1,1,1,0
Kalarikkal Restaurant,Restaurant,,,5.0,3.0,5.0,"G B Palya Main Rd Honi Rd Hongasandra, Bommanahalli, Bengaluru, Karnataka 560114, India","Muniyappa Layout, Bommanahalli",G B Palya Main Rd Honi Rd Hongasandra,Bengaluru,560114.0,Karnataka,,+91 84312 96946,12.8967424,77.6310624,[],0.0,0.0,0.0,0.0,3.0,Delivery | NFC mobile payments | Takeout,300.0,1.0,0,0,1,0,1,0,0,0,0
Kalia’s Kitchen,Indian takeaway,,,4.2,265.0,167.0,"Lake road, 90/28 23rd cross, 29th Main Rd, BTM Layout 2nd Stage, Bengaluru, Karnataka 560076, India","EWS Colony, BTM Layout 2nd Stage, BTM Layout","Lake road, 90/28 23rd cross, 29th Main Rd",Bengaluru,560076.0,Karnataka,,,12.9050843,77.6122431,"[{'day': 'Monday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}]",39.0,12.0,6.0,14.0,194.0,Casual | Debit cards | Delivery | Dinner | Free street parking | Good for kids | Google Pay | Groups | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Quick bite | Small plates | Solo dining | Takeout | Vegan options | Vegetarian options | Vegetarian options only,300.0,1.0,0,1,1,0,1,1,0,1,0
Kalingas,Odia restaurant,"Basic, unpretentious restaurant offering meals from Oriya cuisine, ideal for takeaway.",₹1–200,3.7,2316.0,249.0,"399, 16th Main Rd, Gollahalli, Mahadeshwara Nagar, II Stage, BTM Layout, Bengaluru, Karnataka 560076, India","Gollahalli, Mahadeshwara Nagar, II Stage, BTM Layout","399, 16th Main Rd",Bengaluru,560076.0,Karnataka,http://www.kalingas.in/,+91 80 4203 8180,12.9073731,77.6108915,"[{'day': 'Monday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Saturday', 'hours': '8\u202fAM to 11\u202fPM'}, {'day': 'Sunday', 'hours': '8\u202fAM to 11\u202fPM'}]",291.0,134.0,370.0,599.0,922.0,Breakfast | Casual | Catering | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Free street parking | Good for kids | Great dessert | Lunch | NFC mobile payments | Onsite services | Quick bite | Small plates | Solo dining | Takeout | Usually difficult to find a space,100.5,0.0,0,1,1,0,1,0,0,1,0
Kalkal Kai Ruchi,Chinese Indian Asian      ,,₹200–400,4.0,19.0,,"117 1st Main, Bengaluru 560078 India",117 1st Main,117 1st Main,Bengaluru,560078,Karnataka,https://www.zomato.com/bangalore/kakal-kai-ruchi-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjU0MTA0IiwiMTg0NTc2MjQiLCIxODcxMTEwMiIsIjE4Nzc4OTQ5Iiw1MTgwMCwiMTg4MTI2NDciLCIxODU0NTg0MCIsIjE4ODcxMTgxIiwiMTg1NzkzNDciLCIxODU2OTc5MCIsIjE4NjU0Njk1IiwiMTg4MDY3MjMiLCIxODM5MTAxNyIsIjE4ODg2MTM5IiwiMTgzNjI0MjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 94482 81194,12.88218,77.58902,,0.0,0.0,0.0,1.0,0.0,Delivery Takeout Seating Table Service                         ,300.0,1.0,0,0,1,1,1,0,0,0,0
Kalmane Koffees,Cafe        ,,₹1–200,4.0,5.0,,"Phoenix Market City Mall 28b Devasandra Industrial Estate Ground Floor Whitefield Road, Bengaluru 560066 India",Phoenix Market City Mall 28b Devasandra Industrial Estate Ground Floor Whitefield Road,Phoenix Market City Mall 28b Devasandra Industrial Estate Ground Floor Whitefield Road,Bengaluru,560066,Karnataka,https://www.zomato.com/bangalore/kalmane-koffees-bannerghatta?context=eyJzZSI6eyJlIjpbIjU2Mjg3IiwiNjA0ODAiLCIxODYxMjY3MiIsIjE4ODgxNjAxIiw1MzA3OCwiMTg3NTA1MjgiLCIxODMzMzE2MiIsIjE4NzY1MDYyIiwiMTg3MDI3NTQiLCIxODM0NjM0MiIsIjE4NzM5MTI0IiwiMTg3NDYyNDQiLCIxODk2NTIxMyIsIjE4ODg2MTM5IiwiMTg1NDczMjgiLCIxODkyNjE2NiJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,+91 98808 59495,12.97773,77.74271,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kalmane Koffees,        ,,₹1–200,3.5,10.0,,"Garuda Mall, 4th Floor, Magrath Road, Bengaluru 560025 India",Magrath Road,Garuda Mall,Bengaluru,560025,Karnataka,https://www.zomato.com/bangalore/kalmane-koffees-bannerghatta?context=eyJzZSI6eyJlIjpbIjU2Mjg3IiwiNjA0ODAiLCIxODYxMjY3MiIsIjE4ODgxNjAxIiw1MzA3OCwiMTg3NTA1MjgiLCIxODMzMzE2MiIsIjE4NzY1MDYyIiwiMTg3MDI3NTQiLCIxODM0NjM0MiIsIjE4NzM5MTI0IiwiMTg3NDYyNDQiLCIxODk2NTIxMyIsIjE4ODg2MTM5IiwiMTg1NDczMjgiLCIxODkyNjE2NiJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,+91 98808 59495,12.99766,77.59993,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Kalmane Koffees,Cafe        ,,₹1–200,4.0,9.0,,"No 1, Sampige Road LG Floor 37/A, Mantri Square Mall, Malleswaram, Bengaluru 560055 India",Malleswaram,No 1,Bengaluru,560055,Karnataka,https://www.zomato.com/bangalore/kalmane-koffees-bannerghatta?context=eyJzZSI6eyJlIjpbIjU2Mjg3IiwiNjA0ODAiLCIxODYxMjY3MiIsIjE4ODgxNjAxIiw1MzA3OCwiMTg3NTA1MjgiLCIxODMzMzE2MiIsIjE4NzY1MDYyIiwiMTg3MDI3NTQiLCIxODM0NjM0MiIsIjE4NzM5MTI0IiwiMTg3NDYyNDQiLCIxODk2NTIxMyIsIjE4ODg2MTM5IiwiMTg1NDczMjgiLCIxODkyNjE2NiJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,+91 98808 59495,12.99387,77.5715,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kalpaney Indiranagar,Restaurant,,,4.8,408.0,318.0,"Ground Floor, A Cross, 210, 1st Main Rd, inside ICON BOUTIQUE HOTEL, 2nd stage Indiranagar, Stage 2, Domlur, Bengaluru, Karnataka 560071, India","2nd stage Indiranagar, Stage 2, Domlur","Ground Floor, A Cross, 210, 1st Main Rd, inside ICON BOUTIQUE HOTEL",Bengaluru,560071.0,Karnataka,,+91 93649 08851,12.9650445,77.6382745,"[{'day': 'Monday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Thursday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Friday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Saturday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}, {'day': 'Sunday', 'hours': '12 to 4\u202fPM, 7 to 11\u202fPM'}]",11.0,3.0,7.0,35.0,352.0,Accepts reservations | Casual | Cozy | Credit cards | Debit cards | Dessert | Dine-in | Dinner | Good for kids | Groups | Lunch | NFC mobile payments | Quick bite | Restroom | Small plates | Solo dining | Table service | Trendy | Usually plenty of parking | Valet parking | Vegetarian options | Vegetarian options only,300.0,1.0,1,1,0,0,0,1,0,1,0
Kalpavriksha Upahara,Indian Cafe       ,,₹1–200,4.5,3.0,,"1036 26th Main Road, Bengaluru 560041 India",1036 26th Main Road,1036 26th Main Road,Bengaluru,560041,Karnataka,https://www.zomato.com/bangalore/kalpavriksha-upahara-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NjM2MzEwIiwiMTg3ODI0NjkiLCIxODkxMTAxNCIsIjE4ODk0OTM1Iiw1Nzg2NywiMTg0MzU2OTIiLCI1NjIwMiIsIjE4MzkxMzEyIiwiMTg3MTM0MzciLCIxODQzNTY4NiIsIjE4NzExODU4IiwiMTg4NTgwNTUiLCIxODQxMDQ5MyIsIjE4ODg3MzkwIiwiNTY4OTIiLCI1MTE1NCIsIjUxNDAyIiwiMTg2MDg2NDUiLCIxODcwMTc1NiIsIjUxNDA2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYXNhdmFuYWd1ZGkifX0=,+91 98447 30699,12.92292,77.59353,,0.0,0.0,0.0,0.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kalpavriksha Upahara,Chinese        ,,₹1–200,4.0,3.0,,"38th Cross, Bengaluru 560041 India",38th Cross,38th Cross,Bengaluru,560041,Karnataka,https://www.zomato.com/bangalore/kalpavriksha-upahara-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NjM2MzEwIiwiMTg3ODI0NjkiLCIxODkxMTAxNCIsIjE4ODk0OTM1Iiw1Nzg2NywiMTg0MzU2OTIiLCI1NjIwMiIsIjE4MzkxMzEyIiwiMTg3MTM0MzciLCIxODQzNTY4NiIsIjE4NzExODU4IiwiMTg4NTgwNTUiLCIxODQxMDQ5MyIsIjE4ODg3MzkwIiwiNTY4OTIiLCI1MTE1NCIsIjUxNDAyIiwiMTg2MDg2NDUiLCIxODcwMTc1NiIsIjUxNDA2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYXNhdmFuYWd1ZGkifX0=,,12.92164,77.59149,,0.0,0.0,0.0,0.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kalpavruksha Restaurant,        ,,₹1–200,4.5,4.0,,"173 Bannerghatta Road Opposite To Ranka Colony, Bilekahalli, Bengaluru 560076 India",Bilekahalli,173 Bannerghatta Road Opposite To Ranka Colony,Bengaluru,560076,Karnataka,https://www.zomato.com/bangalore/kalpavruksha-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NzU2NjMxIiwiMTg2MDQ2ODgiLCIxODY2Mzc4MiIsIjE4NjE5NTg1IiwxODU0NTA4NSwiMTg4NzE3MDMiLCIxODY1NDQxNSIsIjE4ODcxMTc1IiwiMTg0MjI4OTQiLCIxODkwNDA2NiIsIjE4NTQzOTcxIiwiNTE2ODQiLCIxODY3NTk3NCIsIjE4ODkyNDMzIiwiMTg1NDE0OTciLCIxODcyMTY2MCIsIjUwNzEyIiwiMTg2MTU5NjgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,26681202,12.88984,77.60046,,0.0,1.0,0.0,1.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Kamal Bakery & Sweets,        ,,,3.0,1.0,,"80 1st Main Koramangala, Opposite NMIMS College, Bengaluru 560034 India",Opposite NMIMS College,80 1st Main Koramangala,Bengaluru,560034,Karnataka,,+91 99729 73974,12.93358,77.62149,,,,,,,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
